Boooo @digressica on her way to the airport. LOTS of sad at Domestic Sluttery HQ ,4
Something isn't right...WHY am I freaking out?!! ,4
@solangeknowles u r going to make me cry  *whitneydenise*,0
"@stevejaviel Let me know how it is! Really want to see it, but the reviews haven't been very positive. ",4
Jus woke up. gettin better. Just in that very tired body ache stage. I hate bein sick ,4
is working all weekend ,4
i hate my hair ,4
"I'm doing remote meeting with the customer located in sweden. there is 9 hours of time difference. but it's happy. if US customer, worst ",0
@kimriach my sister and her friends ,4
@jasonadriaan unfortunately piracy is part of our lives online... ,0
is in a playfull mood and no one wants to play ,0
"The young lady in the local Chinese taking orders is, it has to be said, very cute indeed. Pity I'm probably twice her age ",0
http://twitpic.com/7pc4t - She took the Pic at the Wrong Time!  She never listens. lol,0
I was thinking to myself &quot;wow what a nice day this is&quot; then a customer tells me me it's suppose to pour later today ,0
My gloves are still missing ,0
So I just rented  Taken... &amp;&amp; I was so mad cuz it's skipping &amp;&amp; doing CRAZY stuff!!  had to take it alll the way BACK!! Hopw this 1 works!,0
I'm so hunrgy right now and these heels kill me I can hardly walk in them ,0
"didnt get much sleep last ngiht, with all the fire trucks ",0
hey yall im back in OZ my laptop was stolen outta my checkin in luggage   *crys*  no computer for me till i get a new one,0
"trying sushi for the very first time,.... but not being very open minded  sorry",0
wish I knew as much as I thought I did ,0
@UR_AY_GAS I might if my doggies had one friendly bone in their bodies for other dogs.  They've both been attacked by big doggies. ,4
that was a scary panic attack to wake up to!  First one ever ,4
Oh my gosh.  I got to CPR class an hour and 15 minutes early today.  Thought it started at 8...  ,0
Puta finished having her puppys 3 one don't not make it ,0
@sherrysunshine oh LOL I thought it was going to be like a night class ,0
"So many people are drunk tweeting! Speaking of drunk, @up2themic I wish you were with me right now tooooo ",0
"Sometimes people are such amazing jerks  So pretentious that it is to be expected, but still hurts my feelings...",4
"@celinehlbk ohhh don't think about terrorism! i dont think it could be that, cuz if it was the world would now REAL FAST!  idk..",0
@Mickystarship i said jail twice ,0
Aw no izzy from greys is dieing. She's one of my fav characters  hopefully they find some miracle cure before it's too late!,0
is worried and wishing her doctor hadn't retired. ,0
dontcha just love microsoft corrupted open XML documents. ,4
@DitiSays  she was LOL..actually in my eyes she still kinda is..give anyone marks in my book for getting back up after her breakdwn,4
Ahhhh I'm not working until weds ,4
Someone wanna open a laura ashley card?  so I cn gt some incentives ,4
"goin to beddd. nick's graduation tmrww partyy after, then examss alll weeekkk ahhhh ",0
"@dsmoore it's for a photography client, boo ",4
@yaya_yachiru I am quite awesome today. It's hot as hell out tho  how are you? I met you at colossal didn't I?,4
Ughhhh. Those dang goats. ,0
one puking kiddo to kick off my week....let's hope the other one doesn't get whatever she has.  ,0
"Mornin twitterville! Glad its Fri., but wish i was headin sumwhere 4 a mini vacation,  ! Oh well one day soon, hopefully!",4
"@snowbabies that link was truncated, don't work ",4
@McKelvie goddamn that is some bad food poisoning ,0
My blackberry has a hairline fracture in the screen ,4
URGH. BCG Vaccination scab is really sore ,0
@giloi2009 yep :p I will try and have a good day but have a feeling it won't be ,0
@LukeCollier hi there I didn't forget about the tickets just forgot to tell you  Rach is not senior enough to get tickets like that sorry,0
have updated blog for 1st time in weeks. Should be a bit better now that all playoff action is finished in Boston 4 awhile ,0
...Brian's brother just fell down the stairs &amp; Brian's his only hope for a liver transplant...hope for the best everyone ,0
@UsefulTheory yep! ,0
@dannywood So jealous!! I am in Chicago at it is 55 and rainy   Hope u enjoy ur time off! Can't wait for summer and I get to meet u guys!,4
Really really really need a new phone can now upgrade anyone recommend anything? Can't get iphone cos o2 not good reception ,0
Playing in the OS X Console: can't see any errors for en1 and no relevant errors for airport.  So no answer there.,0
Neda's family and friends are in our thoughts and prayers. ,4
i think it's over for lebron and cleveland. ,0
@_problematique i out a sheriff badge on my purse for the day. it just doesn't feel right wearing one without you. ,4
Workin' allll day...and I'm not feeling well... I feel bad for the kids then for myself... I won't be on top of my game today ,4
McAfee killed Spotify - now seriously missing it. Apparently Sweden on holiday. No free music till Tuesday ,4
I miss Death From Above 1979 ,0
@helga_hansen Darn - I just realised &quot;pull the other one&quot; would have been a *far* better response to your name suggestion ,0
@gt_p Think it might be the file size. Phone pics always above 1k. It says done but nothing ever comes up. Tried to post my traffic jam ,0
I'll NOT tweet for 24 hours in memory of Air France. My time starts from 8/6/09 4:00 am - 9/6/09 4:00 am --&gt;Follow Me ,0
Have a slight headache ,4
@zaneology Walking home in DT Dallas at midnight? You got a couple of strong bodyguards with you?... ,0
Sad no hear...or yes? haha is just than i feel un little bad but well whatever no is awesome my life but I like mm...I don't know¬°! crazy ,4
Nooo! Im sorry we can do fandango tonight  i was hoping u were in town cause i want you to come to drive in,0
"@beccyboo94 awww  i got my glorious guy hoodies i wanna wear, so comfyyy and warm",4
"dam, caught out watching #E3 instead of working, guess i'll wait till i get home  dammit!",4
@bill_archie hey!how r u? R u voting 4 David as Mr Universe? I'm voting like crazy @tommcfly isn't so far away from David  ...,4
cant concentrate ,4
Backed up into a fence last night...nothing serious. Just scratches.  waiting for the scolding to begin.,0
"Need to get an adjustment, neck is all out of whack ",0
"Hmmm.... my text showed up as symbols on here?  Strange... Anyway, my interview went well.  I thought I was gonna get the job.  I didn't. ",0
Here comes the thunder storms ,4
"@omgkeyana Aww, CB wasn't there?  But I still wanna see all of the awesome outfits. &lt;3",0
"@djwhatt my other coworkers being &quot;Twitter, Myspace &amp; Facebook&quot;. I wrk frm home so u guys r my only social action during the day. SO sad ",0
@KarenAlloy I cried like a baby when we had to put our cat down 2 years ago...  For tears of happiness watch this http://bit.ly/qLwbe ,0
"and to top that off, my ipod freaking died yesterday so i had to shell out $250 for a new one...shitty  loved that ipod too...",0
 There was a little dog trying to cross the road.,0
wishing I had brought my USB fan to work   air_circulation++,0
Hiccup-burps are the most embarrassing burps and the most embarrassing hiccups ,0
"@idolkatelyn That should say,  &quot;Many of us wish we could be there, we will be there in spirit&quot;.  Typos ",0
Busy day tomorrow .. I just wish I could sleep tonight ,0
Waking up and wishing everyone a Happy Father's Day! Now I gotta head to work. ,0
Headache like no other making me sick.  think I'll take a nap.,4
Don't have a book all I can do is ppl watch and twit. ,4
"Neil hasn't called yet and his phone isn't working, getting worried ",4
@rzrachelzoe http://twitpic.com/6bcc0 - can't see pretty faces   but looks like a good time!,0
i still have cold. huhuhu. ,0
I dnt understand y other ppl in train has 2 read wt m typin on sms...do I need 2 carry a board 'none of ur Biz' peepeye? ,0
My legs are sooo sore  I hope I can sleep the soreness away..now I'm hobbling like an old lady! Lol,0
Ugh I can't effing sleep! ,0
"I'm HOME ALONE..  Sunset Graduation was fun, then we hitted up Bistro B. and i for my got my Thai Tapioca Tea ",0
"home and looking forward to the weekend, although not Sunday cos I have got to go into work again ",4
Done with all the formalities in moto ,0
A blackbird legit just attacked my head and another bird pooped on me ,4
@willcarling Why so sad? Or is it none of our beeswax? ,0
Off to go study for my math final ,0
@tommcfly i couldnt go to the conceeeeeert  how it was??,0
it dropped to 49 now!!  why???,4
at work. bored bored bored and raining raining raining. not a beautiful day ,0
"passed the first section of the P&amp;C insurance test, but barely failed the other.   I'll try again next week.",0
"@MicksGal Aww!! did you forget your usb lead?  Spent over 2 hours explaining cameras to a guy tonight, waste of time!! xxxx",4
So Jon and Kate are over. I'm actually quite sad. ,0
Going to starbucks.then off to work ,4
"@DeGariless yes really, but i had to scrub it off ",0
Stuck in traffic ,0
@CabreraNina when can you use the internet? ,0
back to work..starting with a desk move ,0
@AlexWilliamson haven't seen Closer yet...  must remedy situation!,0
@WereWolf_Embry You disappeared on me. ,4
I may be going to LA on the 23rd. *Sigh* ,0
pretty sad to realize that giving all energy to some people can never get appreciated ,0
he said he likes that girl. ,4
Hanging out at home...have the house to myself all weekend  what to do???,0
"@GNitro i know, i couldnt type out all the awesome in 100 char or less. ",0
"some parts of camp rock makes me wanna cry, ahh it's so strange! i don't like when two people are argueing! ",0
doesn't want lock to leave ,4
ICT  eewwww  Save Me Please! xo.,4
its sooo hot ,4
@elleniqua that's so sadddd ,4
@CafeMetro Got this too late.   What happened?!,0
revising English in the bath then off out for a meal as my grandparents are taking matthew on hols ,0
@dictionmary OMG but Mary said you called me mean  She was like &quot;Gemini Chick is like &quot;YOUR SISTER'S SO MEAN&quot; &quot;,4
I felt ''left out'' in school a while ago ... ,4
ok well 3rd lot of bad news today has arrived NKOTB cancelled their tour ,0
I really want those 36 other Jason Mraz songs that I don't have. I feel like I'm missing out on something by not having them ,0
man im such a loner..... nobody is online right now ,0
"wanna eat fish n co! ehehe. omg marcia, dont u realize that youve eaten a loooooot of food ",0
@Billy_liar i'm jealous. ,0
is pretty damn bored.  Chemistry revision sucks.,0
Just tried to eat with an inverted spoon.. Guess cash-training took more out of me than expected. Split-shift though  3-hour break LOL,0
"back on twitter, studying though, it sucks ",0
 Cardboard doesn't go into the garbage. Someone needs to tell my neighbors. &lt;/3,0
I definitely want to be asleep. But i'm not. I don't think i will be again til tonight ,4
Wife is sick.  summer cold.,0
"So tired,  1 down 3 more days to go!!",0
@shanelaine so i get all my twitters sent to my phone and i always read yours about always hanging out with josh and they make me sad ,4
dancin shows were so good! gonna miss emma n lauren tho ,0
"15.5 hour day at work sanding and shit then back up the mountain. crazy day, up at 6:30to do it all again  xax",4
is at college bored ,4
@Asfaq why not bandra?  mid enough for both sides na?,4
"@andrea_grace I will in a bit!  I'm just trying to finish up one of the hands, I hate hands, so awkward to paint  ",0
I saw a squirrel get hit by a car while walking to bart this morning...wondering if there was anything I could have done. ,0
@Hollymark thanks! It's gone by so fast ,4
"Sweet geez, my internet was down for 5 hours. ",0
"Not knowing is the worst. I hate waiting, especially when there is no defined period of time to wait. ",4
"Wow, David Carradine, holy crap. That's sad. ",4
"@weichiang New York! New York! Wish you and Mukhriz are here, had to take the air train by myself... ",0
Just left my momma  .. Ill be home at like 9am.,4
"Head hurts.  Haven't had a proper headache I'm ages! Plus this sign is really distracting, it's right outside livingroom window.",4
Just realized he forgot to watch french open final ,0
‡Æ™‡Øã‡Æü‡Æ™‡Ø?‡Æ™‡Øã‡Æ±‡Æ§‡Ø? Cast Shoe ‡Æá‡Æ§‡Ø?‡Æ≤ ‡Æé‡Æ§‡Ø?‡Æï‡Ø?‡Æï‡Ø? ‡Æö‡Øà‡Æ∏‡Ø? ‡Æï‡Øá‡Æï‡Ø?‡Æï‡Ø?‡Æ±‡Ææ‡Æ©‡Ø?‡Æô‡Ø?‡Æï ,0
"@di181 Alright sweet! Well, I'm about to have to get back to work.  I'll try to think of some and I'll let you know what I come up with!",0
crazy blisters!  i need to get some blister cream. argh!,0
"Jealous - can't talk to either Nina or Sarah  . Still, it's FRIDAYYYYY!!!",0
@vagrancy  i am sorry.  you could always run away and join the circus?,4
blueberry scented  crushed.,0
I look too crazy right now. My hair is a mess.  Too bad I'm too broke to get it cut.,4
I wish I could go back to bed. I hate Mondays.  Blah! I feel like I didn't get enough sleep last night either.,0
Omg I'm actually sick! Hasn't happened in a looong time! Swollen tonsils body aches and climbing feever ,0
Searching for shoes.... Can't find any... ,4
is nottt wanting to be at school or go to bach mass tonight ,4
"spent the day messing with that perl thing again. ah well, seems to be finishing up.  missed a workout though ",4
"@aadchong my apparent stupidity &amp; ignorance of facebk features, that's how.  haha sigh..",0
Help! I need to somehow remove index.php From URLs using Expres. Engine &amp; I don't have a scooby where to begin.   Can anyone please help?,0
@Zeelicious1 You're as lost as Sarver? oh bb ,0
i need a puppy ,0
Totally sucks that i have to go back to work so early tomorrow. ,0
@One_Call studying for finals! ,0
"totally irritates me that there are people enjoying 3.0 right now, but not me ",0
Looks like Griffin has won the BNP a 2nd seat in NW. Sad day in British politics ,0
"Why is everything taking so long to get done?? Seems like just when I think that I can go to bed, there's more to do..sooo tired and sore ",4
On way bak 2 atl. I wanna do eros tonight but imma b tired ,0
"@j_a_m_e_s_k that is well insane and really, really unnecessary!! poor pigs ",4
"Ok ok . . . lol . . . I was gonna tell u . . . ha ha, but me MIJO is my dog! A very very bad one might I add! He destroys EvERYthng! ",4
Petey misses Sali ,0
@beckyhope I missed PPP ,4
back to works.. ,4
@32memories Thinking about the 70s makes me sad right now. ,0
No power still and my phone is gonna die. Can't charge it ,4
Working from home with sick girl. ,0
Anyone out there attending E3 ?  I'm not    Pls  tweet what we need to see/know/buy &amp; what is amazing so I can kick myself 4 not attending,0
is board at home ,4
"@DanaLouLou was it real, or just another crush? ",0
is waiting for Iphone 3GS jailbreak ,0
i'm sorry denver  drivin right past yal too,4
Back to work ,0
is stuck in work  ,0
I can't find my camera  It's in one of these grown boxes. Not sure which. I'll have to steal pics from @raquelita Flickr stream again!! ;),0
"@vulturgryphus Nice, thx! Now, let's see if this is Tori herself posting (like god Trent Reznor does it) or if someone does it for her ",0
@Ubastyyat I take it you don't want a badge then ,4
UP Diliman's first day moved on June 16 due to A(H1N1) alert. Darn. I wanna go to school. ,0
Watchin get smart on HBO all by myself ,0
londiste initial copy is killing me....  #postgresql #londiste #skytools,0
Sooo much to do todayyyy.  ( I'm gonna miss u lauren conrad   ),4
just now starting on my hair..... i have a feeling imma be up aaaaalll night  help me,4
I miss my brother! Im sad hes leaving ,0
@velvetsarah Oh I wish you were coming  Just finishing off the chicken satays,4
@CaseyCornett awww...that's too bad   but Dublin should be gorgeous! Bring me a leprechaun!,0
"@theBrandiCyrus it was pretty stupid, we should all write them letters, but not nice ones!! ",0
"just got in from the gym...TIREEED. watching ocean's eleven, hmrw time ",4
@musicaddicted13 sowie about your mouth cai ,4
"Okay, now I watch the Simpsons while I wait. I'm bored ",0
I'm sad. this may be my last time with these girls  time to move on I guess?,0
@dollarcoin I KNOW IT IS GOING TO A BUCKETFUL OF LAUGHS AND YOU MISS OUT OH NOES ,0
@SabrinaBryan boooooo i failed ,4
"@tommcfly yeah, calm down! sad that you're be miles away soon  but anyway, #southamericalovesmcfly , don't forget that please!",0
@Cadistra time to go to the doc and get youself checked out. might have something stuck in your second stomach. ,0
"Glad to have you here, @caseorganic. Sorry the decision was difficult ",4
"Had a great evening, now off to sleep. I wanted to mail home today but didn't get to it  tomorrow another day of lectures.",4
"pacman just ate the hitman..tsk tsk so disappointing..i accpected a tough fight from hatton  ow well, yehey for pacquiao  balato nm ...",0
"@shelisrael They want your eyes on their Twitter page or if you autofollow, on their tweets. Maybe you'll be interested &amp; buy.  Annoying.",0
Had a great day with Carla and her Dad.  I'm missing my Dad today ,4
"Kirstie never replies to me @derring1 , so I don't follow her anymore ",4
"@DavidArchie I LOVE YOU! But I won't be able to watch the show. Dude, the tickets are worth 2 weeks of my school allowance! ",0
on the bus to town to look for a job..  pray for mojooo. x,0
power was out last night  very strange so going to dads TODAY and leaving for ohio tomorrow!,0
"@AetherPrincess I watched a few of them, like 6, but then they stopped playing for me too. ",0
Doing Homeworkk ,0
Got sunburn from walking in the rain yesterday. wtf. ,4
Helping at Chinese school = time I could be sleeping ,0
@mrhankmanthe3rd ,4
@Sirvashawn let me know how it goes I'm praying. Ummmph. I still can't believe it. ,0
My apartment is flooding.  ,0
@antphilip  jealous... I want to still be in london!,0
"@GrumpyYetAmusin Urgh! Missed you again  Hopefully, we'll catch up tomorrow! Have a great afternoon!",0
Feeling like crap today  was supposed to be goin out for a nice lunch aswell....but hey! still haven't drank my blue charge yet ;),0
Officially in charge of the cafe for two whole weeks and now having to do more shifts because my poor shift buddy had a stroke!  ,4
@CaseyMG me either!! Its so sad!! ,4
"@iiLoveJBxOx they're are, judging by their tweet, lol! why the jb's youtube..why not mine ",0
in del rio chillin...i got my wisdom teeth pulled out in Acuna today...not as bad as i thought but still.... ,0
I should get up. Days off school are harder when Victoria comes over every morning. ,0
"back from a long weekend in Coventry, relaxing,drinking and chillin  - to find a water leak and the kitchen soaked ",0
@sandyra Did you enjoy your b-day? I know I'm late... no excuses.... just apologies ,4
@22q The main valve is what's leaking and we're able to shut it off.  Spent the evening with a shop vac! Plumber first thing tomorrow... ,0
"i miss you already @jacbrody.  4 months in wyoming, living in a wagon.  no cell phone, no computer, no tv.    ",0
@emokidsloveme I don't know what that is. ,0
"Unfortunately, I don't think I'll be able to make it into Beantown for the #e2conf tweetup. ",4
i think fr. jeff's Boston speakers might be on their last leg  they've had a good long life!  thanks @jeffpoirot,0
@L_Hutch a rubbish old man pub. and was fosters  x 23,0
Just asked Ryan and Daniel to be my best friends... and the said YES!  Hurray for best friends! Not looking so forward to prom 2/17 ,0
Surprised by the new Eminem song... don't think he should have gone for comedy again  maybe it will grow on me,0
Another rainy day ,0
Dreading that tomorrow is Monday! ,4
@andrevivian It's just gonna be the PSP and a few exclusive games ,4
@nightsun73 too long! am so over it ,0
"Ok... so 2 hours into the self imposed shopping ban, and i am already aching for a shoe fix...this is going to be harder than i thought ",4
"@cauldrons haha, be proud of it :p i think it's awesome xD sorry you didn't get to finish though ",0
"Just played a scrim on Left 4 Dead.  Got beat, but had multiple crashes during the game.  ",0
@casasteve VW forums are a nightmare for that. Enthusiasts on forums always results in politics and bitching! ,0
I already miss my baby ,4
@MagicMike Yeah it's crap and really irritating me ,4
@PhillyGirl528 its too sunny out to take a meeting in a dungeon of a conference room as anything but farce ,0
Week 2 Journey to lose 100 lbs weigh in only 1 lb lost this week  and total loss 9 lbs= 91 lbs to go!,0
I got good pics of everyone BUT @JonathanRKnight my favorite   looks like I am going to have to figure out a way to go to another show!,0
FINALLY done uploading all my pics. Now I don't even feel like formatting them into a ADIML post.  Maybe later.,4
Oh fuck a duck u all could have reminded me I'm working tomorrow! 3am seems so close ,0
"Stuck in traffic heading to BK, seems there was a huge accident, mad police and ambulance just flew by me. OMG a motorcycle accident ",4
at work ,0
My laptop isnt letting me on the internet using my brothers comp! Very disapointing.... ,0
okay why is Twitter not letting me delete certain updates. I highlight one but the trash bin logo goes right up to the corner ,0
@backstreetboys i want a membership!!!  #BSB,0
@michellexox lmao to our discoveries! wish our detective work would have gone better though!  can't wait for our adventure tomorrow! haha,4
Rox is really sore and she yelps when she jumps on and off my bed. It breaks my heart. I dont wanna leave her today ,0
@ChanLa ummm i have a cable-man window of 5-8pm.... ,4
@hyunjoongkim i can't read korean ,0
In school one more lesson left its too hot  lol,0
really dislikes fevers/the chills ,0
grandma in hospital with bowel obstruction..in alot of pain..hoping she pulls through the surgery ,0
Hour 4 of no power &amp; now the National Grid website is saying 6:30. Ugh. ,0
XBOX live is down for the day. ,0
Terrible headache ,0
i wanna finish my review about my trip to sonar Festival  this year but there is soooo much work to do that i leave it all the time ,0
My printer / scanner / copier in on the fritz ,4
@decaydance most movies made after books are disappointing. it sucks. ,0
"@actoG41 i no, dude, i let someone borrow mgs, adn i have no money on my phone ",0
@QDEEZY215 awww man that was kinda sad.  Until the end. That was unexpected. Did he say he has a penis on his stomach?,0
My shoulder is causing me pain ,4
anyone interested in a promo code for 100 $ free credits for gogrid cloud hosting. Doesnt seems to work when u r signed in allready ,4
 spambots descended... but not for scholarships... I'm signing off... ,0
Can't find it. Im lost!  &amp; I'm late,0
Wishing this rain would go away ,4
Gogol Bordello &lt; par.    Prolly not even in the top 10 of GB shows I've seen.   Perhaps some old fashioned Civilization II will help?,4
a hobo by my neighborhood started yelling at me because he claimed i was in his &quot;living area&quot; i had to leave because he threatend me   ,0
@JJaeng Thanks  but I'm pretty sure @yelyahwilliams enjoys ignoring my tweetas.  HAYLEHHHHHHHS [ / ] MY [ &lt;3 ].,4
@ramitko I feel bad you only have 11 followers.   Your twits need to become more invigorating.,4
Some people are power hungry. And i have no roommate ,0
@Jay_F_K oh okay what's wrong ,4
"@PinkyBoo2 nope no tannage, just  horible hurty reddness ",0
@spphotoart I'm not sucking any balls ,0
"@caylabartolucci hmm what was his name? i miiiight know him. also, there is notjing worse than being sick and not being able to sleep ",0
Day 6 at the beach and it's a sad day...we're heading back to Atlanta this afternoon  It was good while it lasted. This trip was amazing!,0
Have stuff to do but today feels DAMN slow. Just want it to end but its still 4PM! 8tracks.com isn‚Äôt too great to me today like yesterday ,0
@badpaintings ,0
is feeling really sick ,0
@miss_tattoo YEAH I MISSED MOST OF IT BC THE VIDEO WASN'T WORKING FOR ME ,0
Missing my family. Just watched my daughter's &quot;51 things&quot; youtube vid...  http://bit.ly/kmVEp,4
i Miss Akeira Sooo Much ,4
"I feel so worthless, I wish I never did the things I did ",0
please vote for me!!!!!!  http://bit.ly/lU4Ot,0
feet is aching 'cos someone wearing heels stepped on it accidentally on saturday night! ,4
twitter's being a fuck! ,4
@plaintruthiness My first final is in 13 days ,0
@rwyeasnt no!  your sense of humor is the best,0
"got a basket of skincare to check out, jap mags to buy, hair to cut &amp; rebond, guzheng / dance  &amp; painting classes to take but no $ ",4
@kylieireland aww darl sounds like u could use a hug  ***HUGS!!*** ,4
"The other day, I saw something interesting. A pigeon mother pushing its child out of her nest  The baby squeaked, and squeaked...",4
phone is off b/c i didn't send the old one in the mail in time  what am i gonna do without it...craaaap,0
"Good no test today,  but i have one tomorrow and the next day ",0
Sometimes my phone deletes all my messages before I can even read them. ,4
"got injection today, my arm hurts ",0
Damn must remember not to leave tongue bar out for four weeks.. Hole almost closed and hurt going back in ,0
@ChuckNerd I would help you but I don't know when I would get a break. July is going to be crazy busy. ,4
Sporky just died ,4
@rnb4long omg so don't chk this much! Yes miss u guys too!! ,0
is watching the weather forecast &amp; freaking out! Rain Monday &amp; Tuesday? How am I going to get caught up??? Aaarghhh ,0
Spent all morning debugging some code and it's still not working properly. ,0
"@five15design So U saw the Broncos in several Superbowls (...2 worth watching, the other embarrassing.   I don't see NZ sports here. ",0
@ddlovato   animal cops equals the bestest show!  ....and saddest   !,0
i am lisening too music and hoping i will see him again ,0
I want to sleepppp. But they have the lights on  Ugh. FML.,4
http://bit.ly/vrmc6 via @addthis this hurts ppl! it really hurts      ‚ô•Robsten‚ô•,4
I hate that I get like 3 channels on my tv  in my room now  it sucks,0
"Unfortunately, I seem to be really painfully allergic to at least one of the new kids. My eyes were swollen half shut this morning.  ",0
ugh two more papers to write and definitions lol ( REAL HS) i jus wanna lay wit u tonite miss you tons.........   ,0
OH? OH? OH? a think the good luck doesn't come to me this time. aw! ,4
@jaybrannan but you're only #21 on iTunes Australia ,4
english exam tomorrow  HELP!,4
urrrrgh spiders are my worst nightmare ,0
watching the numbers go down as im typing!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! i ran out of numbers ,4
@EllieRiku23 Earthbound was never released in Europe &gt;.&lt; Just like Super Mario RPG.... ,0
"Wow, crazy massive line just to get into the Lego store. ",0
@PaulaPutrefy did you leave yet..? ,4
My back hurts ,0
@MTVnHollyWEST23  ive gotten the big   #TWITTER TIMEOUT  twice now..     #fail,0
"@jessicaajb i would have, but had no one to share the moment with. ",0
Watching &quot;The Ring&quot; on TNT HD. Scary! I'm home alone ,0
There is not enough wine in my house this evening &amp; I've just spilt 1/2 glass on carpet ,4
@SousaIsMii lol i kno but @raven_elle told me i gotta fall back ,4
@TamBravo cool  i want to go to a hauted houseeeee  but i know i wont enter lol,0
"imucu mr. andreas, mr. gus, eca, rifky, avip, oksa, harits, diaz, and all my friends @ LIA huuuu ",0
"@tommcfly hey tom  say hi to me, please please please please, my hand will fall haha",0
@dp4 I stopped with the hair color after it once turned out way too dark. Friends told me I looked like a Romulan on Star Trek. ,0
Church was good...but I let the devil detour me  But I am back on track!! Prayer!!,0
"had barbecue today and it was amazing, even jumped in the pool afterwards even though the weather was not that nice...twitpic don't work ",0
No more George O'malley ,0
"I think I ate too much chilis, stomachache..... ",0
does not wanna wake up at at 7:45 ,4
Maybe I should change my avatar back to the original kot? Suwei betul arini.. ,0
static is NOT a friend of @stelli_batman or @sweetmangoLOVE ,0
This rain is not conducive to my boat party plans ,0
It's 9:00am and I'm already dripping sweaty.  thanks Orlando...,0
wishing i was wearing a bikini instead of a sweater. this doesn't feel like summer ,0
Up. Late. Prepping for gig tomorrow. So tired ,4
im not on here enough to have cool updates ,0
i  miss  my  friends ,4
"Car boot sale this morning, picked up a few nice herbs, now off to allotment - those weeds are growing better than my vegetables ",0
@Tishthedish Get me one!  I'm at work until 3 and thats when its over.  ,0
